0,1,2,3,4,5,6,7,8,9,10
-2.5794806987480077,-1.5911290115850605,6.8597739941839615,5.28873417957189,0.46713309294952077,-2.1955658091776584,2.4579886331387626,1.0394649581602975,0.012510629765096213,-0.13626928911021785,0.0718199463219909
-1.9517202238517901,-0.8552292230387277,5.129175366557362,3.7953479435820374,0.11725127804172313,-1.5547302527777649,0.21715789645039985,0.06294537656841288,-0.06837564218562023,-0.152214755776003,0.07770152453920197
-1.3364888123058862,-2.2065205176952847,2.570741064097174,2.4722824883343395,-1.0415569549028174,-1.2315686810375135,-1.5200432642392894,-0.11363000531451314,0.07125018521732045,0.024833527118549477,0.05387880719441745
-2.199304176666495,-1.7151687293136324,5.974467729880738,5.671245643159786,0.9178756575444827,-3.184154326887279,2.9033905854282787,0.5344203578098478,-0.06002568560706139,-0.2306592158212173,0.0753777624066676
-0.9511954786236084,-1.5613791601788287,2.0124957766497475,1.4564755696380225,-1.9020493462954042,-0.9566084823390112,-2.8589266646211327,-0.7993314919008658,-0.09240101208427268,-0.14549766247235793,0.09631797229397925
-0.978852918497354,-1.8298866649633454,2.2802196758468405,2.418169415240879,-1.4395907237517729,-1.4410076938560852,-2.1875856720257048,-0.7584246050110187,-0.08465129673903904,-0.15069928122961013,0.09097083659142367
-1.1322305158846067,-0.004060864583297581,2.5370654156795496,1.306718181137443,-0.6371051159963316,-1.3531272406382975,-2.6241100990890187,-0.9347381714744781,-0.04851275415464251,-0.0415120167251205,0.03608049058627642
-1.375079818379583,-2.3472785700451553,2.3561164364390144,1.6575362295462945,-1.2264202760944456,-0.808329854143169,-1.9700588863312307,0.266322676524083,0.09603844827886475,0.04110645821506854,0.05116735134810468
-1.1204133821765037,-0.025168417884221875,2.7611248250446945,1.5943379872085544,-0.36046367120600886,-1.3932935493917185,-2.3071556106038953,-0.852406214094303,-0.1448415370222484,-0.17934215709200244,0.09092770813136908
-1.4253733086718061,-2.5315691936103146,2.4861681987110638,1.9928093340259045,-0.9199836045982567,-0.9754736243202077,-1.6274666597499134,0.5227801527310411,0.11776915259492995,0.044053870757386704,0.0656682848648958
-1.3246831946053539,-1.9978613240844463,2.4374830286005578,2.2027138739568026,-0.9798037153588207,-0.9375518339864923,-1.2852646935447445,-0.3726126656218009,-0.022702182570276102,-0.06843641312462197,0.07023823603116863
-1.7188766851414556,0.30540926046017214,1.5351644167041092,-1.1131611604818263,0.7353237983837219,-0.32808459332395284,-0.5766527521392396,-0.2325265167444465,-0.01368028635445327,0.09770883709597142,-0.07377891771684596
-1.8364763693417203,-1.8676933966931324,1.1531573995082824,-0.9899248089304655,0.04874138797639399,0.33730729883729327,-0.3195215494424356,0.8357608578373402,0.09119653762672088,0.12973920804094927,-0.032758867609652194
-1.9552009810143773,-0.015926971881202904,2.4062100225887115,-0.2871743127272186,1.253800596501014,-0.2205493561195445,0.38902764656537225,0.25502479334720024,-0.07453586618204033,-0.016776728056513895,-0.03771340670412474
-1.971329170467455,0.09622741682980175,2.4742391949479705,-0.2573143126301629,1.2405670203528785,-0.171533516324105,0.46151055277608843,0.13190157612912493,-0.09412615260193295,-0.029408842308376218,-0.03448874497135309
-1.9990783644371275,0.0714684635130664,2.5507089914283645,-0.2172111122820478,1.2682165972485695,-0.15099898047196447,0.5014739256728761,0.18162832458459097,-0.08616468700340649,-0.02511793299259193,-0.0274308279177123
-1.117092275702622,-1.4339499461810963,0.30745616210004223,-2.0720650912633447,1.1985419800925456,0.5327328794176702,1.5927516346918578,0.6007337789946259,-0.9843056063424529,-1.283895770335669,0.3953457944949725
-1.1487372667052667,-1.5566366299722723,0.29627631882857247,-2.360391304396366,1.0106969714719662,0.6601062711681143,1.1828510774512142,0.8884273556846195,-0.9170411539087301,-1.216839782821315,0.38716372412218963
-1.090347544328513,0.39207647650858135,1.5414839053908376,-2.740224932494206,1.5359421317933155,0.8806472518697701,0.6989666463556123,0.6177589989100803,-1.2695841226116347,-1.6473863479168722,0.520916505383724
-1.028430014045189,-1.625349061836658,-0.16396156330900605,-2.3996314422198513,0.6783042401487779,0.7238274108238061,1.2172999831536764,0.30308285461760925,-0.9499305369645572,-1.2216102126647563,0.37209002350318404
-1.4063606936782085,-1.3230003389704845,1.049598344376441,-2.1812555504430886,0.550833241128953,1.460011735046002,1.416555701148557,0.4950505056998355,-0.9777427910463207,-1.2434873228002643,0.3823222531379311
