0,1,2,3,4,5,6,7
-5.282615787618889,2.1091437454968847,-3.637159104097378,5.971160025841331,5.86116956391698,-1.9149104382760245,2.8429229125465043,-0.12050578466691952
-1.506929297517247,0.3149386284713246,-1.228987491010913,0.6167461667526606,2.741266743124861,1.6256505086548638,-2.3640416725615414,-0.4208719831096313
-1.723138734202438,0.5520836436037565,-1.4598922052402765,1.0680916547544208,2.8550658840376544,1.2208801011356956,-1.8939669131561234,-0.6387603612393928
-3.569926458374391,1.6514283048791008,-0.8903448094570051,0.5752047253399194,3.577343005974493,0.7389499337219135,-0.8599165567644861,-0.38639277770294644
-1.6642426533954746,-0.09990039141660023,-0.3439516653416531,0.3521979502074084,-0.8860788834050912,0.6572240869652389,-0.8148256978023474,0.03139468745952623
-2.475915098091738,2.3903538739769457,1.2515007458543228,-0.35398781596172635,-2.623261069708787,-1.25448802210648,1.4522832277265496,-2.2713425050633345
-2.270373862803862,2.3146692037297365,1.6954080874950086,-1.2060659958804025,-2.6840044870051516,-0.7979672164248051,0.9186352357559925,-2.0802793233342243
-2.5737781090025784,2.2527655020679647,0.21791516096211216,-0.5558103486848971,-2.57816788855909,-1.5135341332477126,1.8170587242591032,-2.2208840383687454
-1.1222853744606665,6.2990199008235255,-1.1192779650780942,1.0203674260049804,-1.2015579295808518,-1.9838459941943052,-2.020398808288785,4.887116990863389
-2.4980678386354205,0.2931184233156765,-1.474582375513172,1.2560231404961721,-0.4809019954987069,-0.3635380711977116,0.5241136486142611,-0.11417797268962832
-2.319292279335916,0.303425515228647,-1.080777745821319,1.441560205018866,-0.4575223362945488,-0.33050769542124464,0.46669922224842403,-0.051171622746438314
-1.9781558721357082,-0.3650950804325809,-3.1762104817964922,0.6773904003809244,-0.5387936964009917,-0.5485844980198868,0.7642698925045607,0.05581004308553242
-2.0400563593359125,-0.39601896712641377,-3.412725042041985,0.5542845772813517,-0.6034539277509284,-0.5072669614491744,0.706023314020427,-0.048244497938867675
-1.8615017894277295,-0.3969153702390742,-3.0207884745113525,0.5470925505863026,-0.6029061401894982,-0.4099453474596009,0.5831809290672008,0.045401793195408234
-2.089977396317984,0.01752461103684377,-1.786902612423726,1.2525661060957645,-0.4255213535904013,-0.48147181925984467,0.654787170480773,0.1343260453237965
-2.6730507736049387,1.0470459588236134,1.2549805316757499,1.9685047450941333,-0.3993924701860981,0.032754142012620564,0.002703134963086251,-0.11869723976889124
-3.5161584753442034,1.7133964605062837,2.1950304854004723,1.082111893889552,0.036288259545265066,-0.04172549826808821,0.36239322331193075,0.1426149673239063
-3.477632051551484,1.6455921733827295,1.958851557342756,1.1117218535366666,0.08476824339902532,-0.1598890312380344,0.5164659164560942,0.20338481475746895
