0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.10823271673960912,1.274228758934303,-4.815654615507164,-0.2603325981223532,-0.2999697471685988,-0.1268037870639132,-0.13442434879318016,-0.2659945625640545,-0.35237460934153836,4.913039675940117,0.4634815237088118,-0.32627107325560056,1.1884498528262841,-8.840941829401883,0.09474421657725816
0.0977923395478247,1.2401727476650397,-0.15568794499694563,-0.018317433909425848,-0.05463102262435371,-0.1288858931525364,-0.13030320582162105,-0.2701918883582427,-0.35237460934153836,4.019693076080251,0.5578496175251764,-0.1862131809709538,1.1883030821317249,0.15956690434964013,-0.8652685105864797
-0.005220188595890379,1.2401727476650397,-0.8546829455734782,-0.055371053700901736,-0.07830905742344815,-0.12472168097529003,-0.12824263433584157,-0.27019188835824265,-0.3723066481045061,4.015064337220873,0.22877113652452027,-0.2634455287843315,1.1883030821317249,-0.3373547007268191,-0.7263354490741613
1.2309301491287143,1.2401727476650384,-1.7866762796755207,0.43866924680272684,0.3297364092707944,-0.22674487931782458,-0.16945406405143254,-0.26459545396599177,-0.36344796420985376,4.015064337220873,0.3691134298924472,1.193089715290389,1.1883030821317249,-1.6875118198103205,-1.4897308930729405
-0.005220188595890379,1.274228758934303,-0.03918877823418849,0.13477063548050217,0.0946016189370764,-0.13721431750702898,-0.13854549176473932,-0.26879277976017996,-0.3656626351835169,-0.2526328911252222,0.6667358796209818,-0.18521064568683662,1.1884498528262841,-0.1236956498017057,-1.0702315960330966
1.1279176209849993,1.274228758934303,-1.2041804458617433,1.1906196234263933,1.0959781599134053,-0.22674487931782458,-0.17357520702299162,-0.2631963453679291,-0.36123329323619074,-2.747523136329719,-3.294304365953092,1.162679478338872,1.1884498528262841,-1.223560295209446,-1.36331653498311
1.6429802617035856,1.274228758934303,-0.3886862785224558,1.2721407723207288,1.1823835883992957,-0.23715540976094035,-0.1797569214803303,-0.2631963453679291,-0.3590186222625276,-2.696607008876566,-3.163640851438125,1.4260863415062335,1.1884498528262841,-0.47117443912772167,-1.4786849782883917
1.1279176209849993,1.274228758934303,-1.5536779461500105,0.4436463610020978,0.3263591021857178,-0.23090909149507083,-0.17151463553721213,-0.25899901957374083,-0.3545892803152014,-2.752151875189096,-3.3233407025119734,1.1584465515837155,1.1884498528262841,-1.4948631142863165,-1.4475109521186666
1.1279176209849975,1.240172747665039,-1.5536779461500105,0.6875169933885508,0.5687185943407921,5.251276239849692,6.597462695248607,-0.278586539946619,-0.38338000297282154,-0.25726162998459945,0.3739528193189274,1.1584465515837146,1.1883030821317249,-1.488721628707531,-1.3898267304660255
-0.10823271673961093,1.274228758934303,-1.7866762796755207,-0.3762794505108965,-0.4200534193358161,-0.13721431750702898,-0.1406060632505189,-0.2715909969563054,-0.37673599005183234,-0.25726162998459945,0.3618543457527268,-0.2557222940029955,1.1884498528262841,-1.685249167228663,-0.9648008062947772
