0,1,2,3,4,5,6,7,8,9
-2.579480698748003,-1.5911290115850654,6.85977399418397,5.2887341795718985,0.46713309294950783,-2.1955658091776464,2.457988633138768,1.039464958160301,0.012510629765095113,-0.13626928911021652
-1.9517202238517948,-0.8552292230387295,5.129175366557364,3.795347943582055,0.11725127804171716,-1.5547302527777647,0.21715789645041045,0.06294537656839827,-0.06837564218562261,-0.15221475577600535
-1.3364888123058891,-2.2065205176952887,2.5707410640971657,2.4722824883343417,-1.0415569549028219,-1.231568681037503,-1.520043264239295,-0.11363000531450686,0.07125018521732146,0.02483352711854994
-2.199304176666503,-1.7151687293136364,5.974467729880737,5.6712456431598,0.9178756575444679,-3.184154326887263,2.9033905854282858,0.5344203578098516,-0.06002568560706171,-0.23065921582121493
-0.9511954786236093,-1.561379160178829,2.012495776649745,1.4564755696380278,-1.9020493462953976,-0.9566084823390048,-2.858926664621139,-0.7993314919008593,-0.09240101208427035,-0.14549766247235651
-0.9788529184973559,-1.8298866649633456,2.2802196758468383,2.418169415240886,-1.4395907237517722,-1.4410076938560827,-2.1875856720257136,-0.7584246050110144,-0.08465129673903807,-0.15069928122960938
-1.1322305158846078,-0.00406086458329799,2.5370654156795474,1.3067181811374473,-0.6371051159963307,-1.3531272406382924,-2.6241100990890245,-0.9347381714744767,-0.04851275415464226,-0.0415120167251196
-1.3750798183795854,-2.347278570045157,2.356116436439013,1.6575362295462956,-1.2264202760944483,-0.8083298541431638,-1.9700588863312318,0.26632267652408675,0.0960384482788658,0.04110645821506904
-1.120413382176505,-0.025168417884222777,2.7611248250446936,1.5943379872085608,-0.3604636712060081,-1.3932935493917127,-2.3071556106039,-0.8524062140943003,-0.1448415370222473,-0.1793421570920023
-1.425373308671809,-2.531569193610315,2.4861681987110624,1.9928093340259074,-0.9199836045982602,-0.9754736243202026,-1.627466659749913,0.5227801527310425,0.11776915259492995,0.044053870757385996
