0,1,2,3,4,5,6,7,8,9,10,11,12
-0.8880829118428145,2.6078251811447757,3.0410521242683237,2.323264860196227,5.073681392111541,1.6970245769385803,-0.05694568789077985,0.37576491988456956,0.3940514573447753,0.7766601856427897,1.0600777461070323,-0.7945484848764715,-0.06057273215744567
-0.6134465954227202,2.3513407242310382,1.561301815759829,1.5822713307637988,3.6993977118573818,0.6384406491818276,-0.5053581596049695,0.8430063570404283,-0.43726919704017436,-0.5400315158195851,-1.2363178608489644,0.4023770001438729,-0.0179597236055918
-0.5694965671039827,1.7186415503454726,1.200878114961264,1.956731408325489,3.6715539841458513,0.7085229155714506,-0.18846599644297446,0.5512884244782794,-0.11932319962012251,0.8187382354035146,-0.6975615889359873,0.8074157966794773,-0.005947591564040911
-0.4580153405549701,4.262777696901211,0.3487545145444151,1.9441536672610928,3.6435106633833096,0.5523090375934896,-0.04744402604078805,-0.08063945235461775,0.052277058979357215,0.3135393084654672,-0.16434581002214024,0.3448408722500429,0.0525217212906494
-0.6041752023224582,2.602165379903136,2.17482826503552,-0.7244965438310906,0.015011564579611579,-0.3943866984331244,-0.2879836426732933,0.23617775776070318,-0.1367389716132024,-0.5084712603091909,0.10421364863465403,-0.2734105788758824,0.09943930059641752
-0.24868136177129824,5.009889395743054,1.359619860467835,-1.1282118141780282,-1.8673290698234106,6.228130047313287,-0.679642096412822,-0.1912242918424471,-0.6073283904621639,-0.5344470520699665,0.13079695457434845,0.1332128790160581,1.0804083086943839
-0.26383714513660844,5.100209164657878,1.2291467833191274,-1.211543196364727,-1.7923988088918947,6.076021825394807,-0.6324000301806874,-0.2317578224941716,-0.5679450031335193,-0.5655261777220476,0.13534627882638522,0.21721749169609558,1.0429160811031961
-0.2891845586854908,4.806584351116398,0.5751430197685276,-0.22717138768954795,-2.217699276657586,5.949782280504306,-0.6444944141552326,0.07862034887782555,-0.2807304620561358,0.7887336332453762,0.4163048527674982,0.34195472200945776,0.9230825323842476
8.412586830086212,4.1922940460111215,1.3870299431633446,0.10547935765349384,-0.6032529602818115,-0.15441410647188267,7.200274620395174,4.263593170937125,4.713842994210012,-1.0593151125104894,-0.35440548974318087,0.00874250124269326,0.6545328892861442
-0.5765298207160531,2.1044329487788,1.6800467138606225,0.06851359660011964,-0.2735995412924873,-0.4610800838420321,-0.15899549796196769,0.21892536695893772,0.09877487273910898,0.7405831415870726,0.41419879321263947,-0.04939816795068163,0.10234282535946437
-0.5971210946632024,1.8015555399071013,1.821261340332929,-0.20317123031571827,-0.10680854373711199,-0.3543223560422675,-0.041399877079656686,0.09093459015858193,0.12612563072445618,0.7055919148775461,0.40001295948850407,-0.1335868206501706,0.05115879353448513
-0.6852842311572814,1.2543340944512953,2.0988167696077147,1.173629589878985,-0.7135833671192258,-0.5362597862271922,-0.38822665524836086,0.5695805752155318,0.12299032780026699,0.6069096697906539,0.88236260822164,-0.20853358929359478,-0.008351106125616589
-0.6753102100945116,1.6495060432292303,1.8976221334875294,1.3575585883331476,-0.8451515508431889,-0.6354310312892323,-0.4770193725561194,0.6789472316924793,0.11141347796371583,0.6360747897515183,0.8482559381208873,-0.17222887525678926,0.06844565260343609
-0.6777556327654869,1.3049830329218235,2.02688602328795,1.127952049731046,-0.695877119803014,-0.5289410652442813,-0.3672586955342196,0.5132359564216493,0.12587194156543724,0.591916304982685,0.8636595085106297,-0.18819258200033068,-0.026223754047928177
-0.6184069227350302,1.5864904288835355,1.9042321352316738,0.18231076707044944,-0.24771108621830384,-0.39897913887557784,-0.1832125183808373,0.31775521908643256,0.11380371166105574,0.6884454222837908,0.5736860561952916,-0.4962333426297913,-0.05441750244900253
-0.4979537555438739,2.6248233475243863,1.4967100305598589,-1.717396319627909,0.5391391053001128,-0.21471775491225317,0.26010976110695266,-0.2988055712073388,0.12018594680892063,0.8140798089188636,-0.16694794004396848,-0.11263770540377148,0.17832117828402175
-0.35845003752843524,3.725385332545369,0.5823232951757862,-1.6559863082807331,0.5037363060126147,-0.17159902958125062,0.5547660512435364,-1.1368774398855146,0.20737855996964774,0.2533443093742885,0.11040899492805067,-0.10766881932665884,-0.08941823403927658
-0.37269479630716573,3.3636845714800003,0.7192307920434244,-1.5094401833626276,0.47087483920903445,-0.13796554079236664,0.5698081102298513,-1.1482901631447344,0.2151530554319782,0.2397774097840316,0.19964213184301136,-0.13762364200336627,-0.1496475034757702
-0.4215374820564486,2.822294555175106,1.3025680696844593,-1.9277835262645318,0.6626342000184762,-0.19412334133063117,0.2981885844693061,-0.45055227095092554,0.09895966540481231,0.8975140827787869,-0.2089538578416193,-0.43085710107168174,-0.0011995320273178037
